0	30923799
0	3748269
0	29675787
0	29691286
0	14395719
0	25067975
0	6386248
0	2393541
0	6396759
0	29661889
0	29752505
0	29718399
0	5775077
0	11774533
0	29673828
0	29725108
0	29671554
0	5674428
0	29690417
0	30933815
0	2056523
0	3547779
0	30923799
0	29735193
0	29769061
0	29733605
0	32104044
0	29710643
0	29713745
0	13007994
1	37775796
1	5587750
1	38238076
1	3299717
1	15163019
1	11800404
1	2880954
1	35538586
1	35520890
1	29732353
1	5737254
1	34741849
1	34141403
1	29736895
1	35923456
1	15034359
1	29755814
1	11624329
1	38474364
1	38646935
1	37636727
1	4855853
1	13743583
1	12333834
1	33274728
1	35539599
1	3906646
1	13385181
1	37748680
1	14528731
1	4823030
1	32476346
1	35531638
1	3684674
1	36896311
1	35393820
1	22221575
1	35401103
1	37704706
1	2669544
1	3137364
1	36878384
1	34196735
1	3907622
1	5659607
1	6639507
1	38474753
1	3578156
1	5555483
1	47070227
1	3445069
1	29672201
1	29678612
1	31769984
1	13756523
1	35540978
1	38047665
1	10801244
1	35831640
1	35973224
1	37741553
1	5199478
1	37626061
1	4963943
1	34140996
1	12326920
1	14528639
1	35973365
1	35973368
1	34350768
1	37995491
1	28888955
1	5306236
1	35538401
1	30220073
1	35539857
1	6961660
1	11204437
1	30950164
1	12640077
1	2126644
1	37043240
1	36882421
1	29756908
1	5236730
1	35957497
1	34254667
1	10762593
1	14528939
1	34429550
1	14827425
1	35813094
1	27811133
1	15182562
1	2088250
1	38476214
1	35849997
1	35924296
1	24614565
1	15244751
1	35970553
1	3050550
1	35541153
1	35538418
1	15180642
1	42546433
1	32833396
1	6397167
1	5135457
1	4876178
1	29716593
1	2046419
1	34916894
1	34141077
1	38045411
1	35957877
1	7033475
1	35814336
1	27809037
1	10402127
1	35973432
1	1994560
1	5644083
1	2389662
1	30800668
1	13589125
1	5922500
1	15127209
1	6275904
1	5229869
1	36879291
1	5222049
1	5103277
1	35384793
1	38474316
1	38093591
1	28585077
1	37698726
1	35672992
1	28002510
1	35539250
1	5798078
1	34771370
1	33969706
1	14306273
1	14788769
1	35957625
1	29684722
1	13222014
1	5230857
1	38448247
1	38474849
1	29671603
1	37775796
1	11988876
1	15022117
1	28542173
1	29742807
1	35800776
1	37996057
1	36520498
1	14991531
1	36755505
1	34923735
1	37066647
1	36458042
1	29755703
1	25310847
1	35968824
1	11393534
1	3886411
1	35970280
1	15167522
1	38474110
1	4907854
1	35828395
1	35532848
1	28488733
1	30905815
1	1511767
1	35540231
1	35536084
1	35539967
1	32104027
1	35627482
1	34005421
1	6683280
1	15090141
1	35777579
1	34382070
1	38476680
1	4921414
1	3127834
1	32371672
1	28585781
1	12981493
1	38614882
1	6116051
1	4949498
1	23445304
1	35115194
1	38475195
1	38476559
1	34790175
1	15001273
1	33470292
1	5898172
1	35323177
