0	32760680
0	6937624
0	10950086
0	6697236
0	34795934
0	35491764
0	37099530
0	32697342
0	34362763
0	6877072
0	33196185
0	3865486
0	14079895
0	33081037
0	6814287
0	33942643
0	6696204
0	28265884
0	11117353
0	33691989
0	33220193
0	32906415
0	10921550
0	34795239
0	35839306
0	6706593
0	31971677
0	12081990
0	36436325
0	34795152
0	6761078
0	6772249
0	10426363
0	6803297
0	36434870
0	14898908
0	33213838
0	33700074
0	33618186
0	33084937
0	11522493
0	31946470
0	32697354
0	32746779
0	28327436
0	36438541
0	37098041
0	28328024
0	10246603
0	13885038
0	11266355
0	11316925
0	36436519
0	37544665
0	6749754
0	4014421
0	34362630
0	33204801
0	46349031
0	31953291
0	6743592
0	35152663
0	15189760
0	34759785
0	10718410
0	2391612
0	34361834
0	28730181
0	33024446
0	6644594
0	6742603
0	6747617
0	15139734
0	15178784
0	34759450
0	33210120
0	33143209
0	6911163
0	33942640
0	6992280
0	10690366
0	36436117
0	32661103
0	13169652
0	4888477
0	6697555
0	33117703
0	34361733
0	33105664
0	10076512
0	7027449
0	36786022
0	36435136
0	35504987
0	34796333
0	6906892
0	4895717
0	35490734
0	6811872
0	35490457
0	11522178
0	33207415
0	7001540
0	7027813
0	6258832
0	5462662
0	36429850
0	12192201
0	34363139
0	35837001
0	38139020
0	35839109
0	6641939
0	6673406
0	11914769
0	6890563
0	32760680
0	4881883
0	33783525
0	6738916
0	12236540
0	31955359
1	38363190
1	6809171
1	6515303
1	842918
1	6791240
1	4069713
1	3881907
1	6946718
1	6653408
1	4059878
1	30906598
1	6793539
1	28935868
1	15071540
1	3060272
1	30030243
1	35875970
1	38772160
1	6885366
1	4113098
1	37544368
1	39173564
1	37544763
1	38363190
1	38727350
1	34362270
1	33153883
1	33352873
1	48194701
1	37074830
1	37540270
1	6703033
1	14906747
1	6379106
1	10701755
1	6952171
1	6698797
1	6632190
1	34970583
1	38300163
1	6906120
1	4361260
1	15058877
1	30021956
1	14864288
1	37053867
1	29117132
1	3189084
1	41207265
1	31385825
1	32740480
1	13705087
1	12201163
1	3536380
1	29791687
1	5224144
1	3852249
1	6534494
1	1951083
1	34364328
1	3469187
1	3137727
1	34759790
1	3807814
2	34957984
2	15165769
2	32833291
2	37541158
2	29160058
2	30806639
2	33200798
2	15051344
2	15135127
2	15149794
2	39184536
2	32786754
2	33115141
2	33159794
2	34957974
2	36435710
2	33025541
2	6776278
2	33031368
2	33167047
2	2716402
2	33339574
2	35254809
2	15048687
2	34959144
2	6627546
2	6785839
2	14867725
2	36241407
2	14867726
2	28596178
2	6013040
2	11281615
2	31964941
2	28669476
2	6830754
2	12890223
2	2949616
2	33201470
2	5302171
2	28901964
2	37088153
2	33009054
2	12321077
2	34957984
2	15157526
2	13130164
2	6751365
2	32681780
2	33008214
2	11665135
2	35019517
2	6782247
2	28597786
2	6871263
2	15039785
2	35839214
2	33220151
2	33121544
2	14859943
2	33425497
2	6642075
2	37049354
2	28946873
2	12359419
